"","pi_D08","is_ok","CO2.PPM.","SIO2.WT..","TIO2.WT..","AL2O3.WT..","FeOT_calc","MGO.WT..","CAO.WT..","NA2O.WT..","K2O.WT..","P2O5.WT..","NB.PPM.","CE.PPM.","LA.PPM."
"2528",-0.152566035870027,1,1.62039255415749,51.9988,2.77,14.0749,9.0168,6.9679,12.6166,2.6264,0.3885,0.2471,11.51,31.47,11.65
"2529",0.000117049273912428,1,1.5547891162692,50.6991,2.752,13.9952,9.079,7.4928,12.4302,2.497,0.4254,0.6918,9.91,30.39,11.46
"2530",0.10143195543823,1,2.31883006700411,50.7169,2.4669,13.1032,11.1025,7.7,11.7049,2.3945,0.4148,0.2378,10.96,24.64,10.23
"2531",0.522792365497938,1,2.29729193132216,49.4222,2.662,12.7927,11.3671,8.25505,12.10445,2.22,0.46755,0.276,15.07,35.63,15.675
"2532",0.155441998210682,1,2.162716139776,50.30025,2.91745,13.7384,10.3462,7.2108,12.23095,2.49225,0.6209,0.3246,17.52,38.93,16.57
"2533",0.040635544235915,1,2.33001470160181,50.1485,2.837,13.7519,10.2458,7.091,12.0274,2.4761,0.5784,0.305,16.43,37.37,15.95
"2534",0.512840000885555,1,2.01440134675091,50.599,2.6805,12.5378,9.512,7.5391,13.153,2.1984,0.5475,0.2831,15.67,37.78,15.63
"2535",0.698816244715029,1,2.01503602749067,50.6387,2.6735,12.6256,9.6561,7.8737,13.4437,2.2607,0.5406,0.2898,16.57,38.7,16.45
"2536",0.108475688226829,1,2.03502898986441,51.2935,2.4346,13.3323,9.8023,7.9033,12.2456,2.4024,0.4284,0.2429,9.38,24.99,10.52
"2537",-0.79053506513239,1,2.1061244976538,52.9897,2.4617,15.0421,8.1372,6.99295,11.68345,2.6891,0.50205,0.30275,12.49,31.99,12.71
"2538",0.148125832271537,1,1.8369567338744,50.1383666666667,2.5753,13.1263,8.53206666666667,8.57733333333333,11.9532,2.3618,0.393166666666667,0.334566666666667,15.54,32.79,13.22
"2539",0.263839202831845,1,2.13007326506219,50.0635,2.58035,13.2045,9.9284,8.08775,12.14385,2.3017,0.51135,0.30465,19.24,38.73,16.8
"2540",0.311120660864741,1,2.74319012142875,49.6502,2.679,12.84865,11.41675,8.87185,11.09765,2.2975,0.5354,0.2456,15.3,36.51,15.69
"2541",0.378364731924999,1,2.3354165774388,49.7326,2.6512,12.3573,10.8813,8.6322,11.4476,2.2064,0.52275,0.3134,15.65,32.92,15.63
"2542",-0.188469851591091,1,2.14614267874185,51.4844,2.70855,13.95175,8.50535,6.7626,12.5211,2.50795,0.5863,0.29635,16.09,39.61,16.98
"2543",0.190011258833325,1,1.89501573208858,50.7532,2.2723,13.2769,9.8093,6.7366,13.0343,2.0878,0.7295,0.4013,13.28,22.89,10.83
"2544",-0.086194847591095,1,2.0882831397465,51.1832,2.6987,14.1582,8.5996,6.6337,13.1254,2.3583,0.5147,0.308,14.96,36.7,15.59
"2545",-0.455686821461195,1,2.40919667441395,51.1199,2.3387,12.9431,12.0766,6.1614,11.3106,1.9545,0.4591,0.2595,14.15,34.04,11.99
"2546",-0.0264627195111462,1,2.45711862203071,50.4779,2.4972,12.8164,12.5187,6.0756,11.9495,2.1299,0.438,0.2586,17.15,33.34,16.73
"2547",-0.482827863571097,1,2.09225297003625,52.52645,2.50215,13.5032,9.313,6.4325,12.002,2.3678,0.4985,0.2975,11.39,29.66,13.13
"2548",0.141821442434333,1,2.28562704671149,50.98265,3.0406,13.83475,8.09735,6.90785,13.34225,2.55775,0.42685,0.34725,9.6,27.04,10.05
"2549",0.0211211016692818,1,1.53398101280541,51.4213,2.9681,14.0088,7.7486,6.9101,13.3437,2.5173,0.4648,0.6004,11.56,26.69,10.27
"2550",-0.060418075427167,1,1.45935556867018,51.3105,2.688,13.9272,8.7691,6.6726,12.7436,2.5804,0.5342,0.3424,13.83,35.91,13.93
"2551",-0.0664560036314885,1,2.20337981729931,51.4036,2.64065,13.6062,9.0845,6.6915,12.7229,2.47685,0.4236,0.3405,13.23,34.87,14.09
"2552",-0.075800954403789,1,2.21781881273561,50.9685,3.0779,13.9085,9.1787,6.6154,12.6245,2.4712,0.5549,0.3278,11.11,27.49,12.41
"2553",-0.295040475053936,1,1.84204204362764,51.8631,2.72985,13.8346,8.79375,6.5634,12.3797,2.5193,0.49565,0.3162,11.72,30.42,13.48
"2554",-0.031680947394328,1,2.1656696592337,50.85285,2.787,13.82375,9.35555,6.5809,12.7953,2.413,0.46635,0.43965,11.89,31.93,12.55
"2555",-0.387998840328653,1,2.19755121010258,52.2275,2.5834,14.1468,8.91,5.9518,12.7803,2.5224,0.41,0.2922,10.93,25.06,9.47
"2556",-0.428438658187095,1,2.26282723906738,52.29755,2.654,14.27645,8.0745,6.8673,12.46295,2.56,0.3774,0.35875,7.64,27.72,10.3
"2557",-0.585453949692437,1,2.17659648488075,52.3623,2.6987,14.7043,7.6985,6.5495,12.5931,2.4404,0.4971,0.3468,13.39,28.72,11.98
"2558",-0.238465433253488,1,1.88595612880359,51.5656,2.6994,13.9547,8.2629,6.9153,12.4134,2.5451,0.5148,0.313,11.72,30.42,13.48
"2559",-0.246914962944686,1,2.45356304900539,50.75,2.9077,13.57355,10.4397,6.6953,11.4773,2.47345,0.59145,0.30035,21.25,34.9,15.92
"2560",-0.197242679333371,1,2.3495640016068,50.6701,2.8684,13.6872,11.0029,6.5184,11.5539,2.475,0.6272,0.3058,24.22,38.79,21.85
"2561",-0.694247887925149,1,2.44240581132713,51.2212,3.2208,13.7139,10.5553666666667,6.70866666666667,10.0044333333333,2.87646666666667,0.4937,0.330733333333333,14.75,25.6,11.49
"2562",-0.264190359355471,1,2.30298833535652,50.6731,2.96625,13.7131,11.07245,6.53295,11.3449,2.45725,0.6618,0.31265,24.13,37.65,17.88
"2563",0.0915306317948197,1,2.10658881469938,49.5638666666667,2.8745,13.6613,10.8711333333333,6.62956666666667,12.1637666666667,2.38963333333333,0.548666666666667,0.275466666666667,21.5,35.71,14.65
"2564",0.217277628379066,1,2.21447465126505,49.1682,3.4196,13.3066333333333,10.7164,6.9634,12.2201333333333,2.266,0.543833333333333,0.287533333333333,18.36,32.62,15.15
"2565",0.0049769916395892,1,2.31023326654224,49.9710333333333,3.14496666666667,13.3325666666667,10.6225,6.77163333333333,12.0318,2.27073333333333,0.529866666666667,0.292266666666667,22.16,35.25,16.91
"2566",-0.102854448677765,1,2.1367392451368,49.7537,2.8927,13.3792,11.0127,6.1964,11.4192,2.5575,0.6622,0.2925,14.83,38.35,15.5
"2567",0.451694778831775,1,2.09572314581472,49.7452,2.35255,12.8767,11.056,8.73325,11.95955,2.1914,0.41115,0.2265,9.865,25.78,10.205
"2568",-0.132697897969832,1,1.92459461263013,51.0316,2.7037,14.2512,10.6921,4.5225,13.8893,2.1981,0.416,0.295,12.18,32.8,13.68
"2569",0.50521263889078,1,1.89583369561039,49.3348,2.5289,13.0704,11.0012,6.5751,13.6028,1.9448,0.4136,0.3238,11.33,31.44,12.98
"2570",0.0616822020125092,1,2.1268042634568,49.68,2.98745,12.9788,10.47615,7.44645,11.55105,2.27695,0.5482,0.46525,27.04,55.67,24.77
"2571",-0.0607312872057051,1,2.05179445390791,50.43365,2.7254,13.57095,10.15555,8.6763,11.03535,2.37205,0.5526,0.2804,16.24,36.96,15.64
"2572",0.337699452534996,1,2.48416033706082,49.8000333333333,2.60826666666667,12.7604333333333,10.8078666666667,9.04833333333333,11.3983,2.1879,0.5128,0.2555,14.89,34.54,14.65
"2573",-0.00303774960886116,1,2.40004136364062,50.8713,3.2013,12.8106,9.7443,8.1843,11.5189,2.2406,0.509,0.3467,16.09,37.02,15.85
"2574",0.0803638659367305,1,2.06891280314491,49.97285,2.9268,12.8033,11.1263,8.1232,11.1608,2.2083,0.51405,0.2993,16.58,36.11,16.88
"2575",0.0564994943486514,1,2.18565574739229,50.2665,2.5665,13.0121,10.7008,7.9478,11.5291,2.1939,0.5132,0.3111,13.65,30.41,12.49
"2576",0.164124228053204,1,2.29289506168208,49.59045,2.6854,13.22725,10.67785,9.1696,10.94125,2.1998,0.63605,0.51365,18.36,40.84,19.12
"2577",0.0607542446058442,1,1.79863826655818,50.35875,2.32085,13.4797,9.0474,8.75395,11.9726,2.20365,0.3484,0.542,13.06,30.11,11.54
"2578",0.498413294865995,1,2.54315236202671,49.1731,2.44185,12.03655,11.68495,10.38955,10.39775,2.12,0.4719,0.2258,19.79,39.21,15.45
"2579",0.578314050484281,1,2.59506415977324,48.7252333333333,2.51953333333333,12.1992333333333,11.1808666666667,9.8221,11.2329,1.96163333333333,0.4553,0.304733333333333,13.91,30.57,11.61
"2580",0.599091263112253,1,2.83599748790171,48.84785,2.5015,12.0655,11.3509,9.54165,11.14605,2.1114,0.48385,0.27,17.77,32.85,13.74
"2581",0.319007705892877,1,2.74143672136831,49.0479,2.74195,12.58065,11.40965,7.92295,11.5496,2.1782,0.4459,0.3429,19.71,35.83,15.75
"2582",0.727008657446074,1,2.54707525350535,47.91865,2.50755,12.2466,12.04715,9.60285,11.3812,1.9312,0.4137,0.3243,13.74,26.8,11.59
"2583",-0.265862811070036,1,2.35251468736447,51.1627,2.9893,13.9108,11.4209,4.7248,12.4295,2.6103,0.5317,0.3001,19.71,35.55,15.79
"2584",-0.295421816840266,1,2.2155266774016,50.3688,2.9501,13.9339,11.0232,5.1144,12.3755,2.3798,0.4693,0.2921,12.6,35.26,15.7
"2585",-2.06718669641878,1,2.41317415586079,54.5028,3.0827,15.6424,8.9837,4.0101,10.1311,2.765,0.6292,0.2913,11.8,29.38,13.07
"2586",-0.285915653199101,1,2.26194495353416,50.85845,2.70835,13.7371,11.20005,6.3818,11.60185,2.3886,0.5433,0.29055,13.6,30.25,15.53
"2587",-0.196096442980512,1,2.37256402243261,50.40885,2.8282,13.3673,10.95025,5.31265,12.3503,2.28875,0.50885,0.29055,14.53,36.87,15.15
"2588",-0.156634199508564,1,2.36531472534304,51.18295,2.83035,13.6977,11.863,5.25835,12.5502,2.33675,0.5325,0.28965,14.66,35.04,13.94
"2589",-0.23217800690999,1,2.4315192109648,51.1668,2.72395,13.3765,11.1416,6.42835,11.55715,2.4452,0.5574,0.2963,11.9,30.57,13.38
"2590",-0.362017046088064,1,2.42616756511701,50.3099,2.9935,14.3603,10.62905,5.1782,12.2909,2.4854,0.52065,0.31955,15.89,38.52,14.74
"2591",-0.303926477937812,1,2.32012159986182,50.7524,2.74035,13.824,11.4104,5.76325,11.94355,2.3491,0.5009,0.29085,20.06,39.62,15.32
"2592",-0.251898711258068,1,2.41238431472146,50.22785,2.8948,13.6172,11.45025,5.7401,11.91535,2.2876,0.48915,0.29755,16.13,30.92,13.09
"2593",-0.500054567720024,1,1.73710770168542,51.4117,2.71513333333333,13.6639666666667,9.137,5.45693333333333,12.6221666666667,2.2205,0.3743,0.335533333333333,11.04,30.02,13.72
"2594",-0.258024259989495,1,2.02681467020364,50.00755,2.62875,13.6786,9.64115,7.64895,11.32375,2.23195,0.5501,0.3764,20.18,37.43,17.38
"2595",-0.22376331968696,1,1.50702446054998,50.36935,2.7963,13.6778,10.143,7.28325,11.4895,2.3155,0.53855,0.3267,15.26,36.99,15.84
"2596",-0.412894509691269,1,1.76176808897428,52.0969,2.8039,14.1048,10.1821,6.5101,11.7699,2.5855,0.5392,0.3265,12.97,35.58,13.78
"2597",-0.190906321065778,1,2.10191824877303,50.5658,2.9386,13.649,9.36055,7.8987,11.59325,2.28095,0.4844,0.29645,15.88,35.42,14.6
"2598",0.0142149612352913,1,2.15293556624695,49.4080666666667,2.82206666666667,13.466,9.63326666666667,8,11.5085333333333,2.3136,0.516133333333333,0.265533333333333,14.47,32.87,14.7
"2599",-0.241936368737036,1,2.15725901253855,50.1868,2.9097,13.555,10.42225,7.34815,11.26895,2.2327,0.58315,0.29255,15.43,39.3,17.36
"2600",-0.235164007074628,1,2.75597813940095,51.1913,2.938,13.8093,9.2877,8.0059,11.4532,2.40685,0.57545,0.30205,17.16,39.27,16.61
"2601",-0.355732245135242,1,1.82518222568994,49.112675,2.717625,13.46645,8.428175,6.886375,11.47395,2.231725,0.540925,0.37705,27.31,53.73,23.48
"2602",-0.221417661084915,1,2.57189791041886,50.7419,2.6213,13.3912,11.3642,6.1753,11.8933,2.2891,0.404,0.2454,12.69,28.71,13
"2603",-0.522525495868132,1,2.46383597390359,50.594,2.5848,13.9346,11.25535,5.80765,11.1901,2.47595,0.5332,0.2605,19.04,35.42,15.72
"2604",-0.312531090073369,1,2.38336694343569,49.97465,2.7952,13.8191,11.9614,5.5505,11.4325,2.53215,0.49095,0.282,19.42,37.27,15.49
"2605",-0.191073621457302,1,2.47482458680944,49.8792,2.70165,13.8041,11.86355,5.4749,11.703,2.59705,0.5054,0.28375,18.71,34.55,12.83
"2606",-0.519945961419792,1,2.18350737889564,50.9932,2.6474,13.77115,10.20505,5.66155,11.67795,2.4575,0.48645,0.2803,23.95,59.06,23.26
"2607",-0.320326567038581,1,2.48339073934603,49.9601,2.54655,13.6803,11.35135,6.2013,11.3278,2.397,0.4794,0.294,19.66,46.64,18.48
"2608",-0.0182260784289792,1,2.5056286129707,50.17035,2.56275,13.1492,11.4287,7.4263,11.5623,2.15285,0.45535,0.2583,14.49,28.11,11.92
"2609",0.179911084402929,1,2.46396288360605,49.5714,2.59605,12.9107,12.9712,8.05075,10.96875,2.18175,0.4809,0.26375,14.25,21.53,7.78
"2610",0.0312628570137292,1,1.93607770750678,50.2586,2.5777,13.0003,12.0845,6.3955,11.8784,2.3045,0.4207,0.2239,15.43,30.97,12.08
"2611",0.303586042490323,1,2.37309534264989,50.0079,2.837,13.2068,12.19145,5.14495,13.0262,2.45865,0.5395,0.3241,13.34,36.31,15.31
"2612",-0.121712267313475,1,2.35842775068352,49.92175,2.71255,13.1966,10.72465,6.42955,11.5502,2.45335,0.50945,0.2856,11.86,29.41,12.66
"2613",-0.0968717515441639,1,2.49632024025575,49.9835,2.69085,13.5978,11.4635,5.6484,12.1942,2.39385,0.465,0.285,16.28,31.98,13.24
"2614",-0.432646117449712,1,1.97983298279833,51.35245,2.5681,13.79135,10.84375,6.3665,11.5159,2.41025,0.47875,0.232,20.55,58.97,25.4
"2615",-0.326417545681679,1,2.14717514444223,50.8663666666667,2.6908,13.8956,11.083,6.183,11.7755333333333,2.3889,0.484966666666667,0.234666666666667,22.84,59.14,23.91
"2616",-0.446434014637769,1,2.36847518897199,51.6765,2.4981,13.6578,11.12505,7.2386,11.20725,2.25695,0.3932,0.2433,13.19,24.28,10.66
"2617",-0.446434014637769,1,2.21883021413593,51.6765,2.4981,13.6578,11.12505,7.2386,11.20725,2.25695,0.3932,0.2433,12.8,25.36,10.33
"2618",-0.801708006501279,1,1.6252195245287,52.1931,2.5977,14.4624,10.43095,6.0812,11.43385,2.3854,0.43605,0.24445,12.09,26.15,10.98
"2619",-0.399441573645002,1,1.97764485233415,51.7556,2.48036666666667,13.5171333333333,11.4271,7.24433333333333,11.1510333333333,2.2865,0.403,0.245233333333333,10.24,26.76,11.01
"2620",-0.528083440478649,1,2.10740447224743,51.1973,2.5518,13.7197,10.66095,7.00775,11.2032,2.20015,0.40425,0.26105,13.01,25.48,10.98
"2621",-0.308640518383693,1,1.68172693494009,51.28175,2.3786,13.4512,11.57865,6.8954,11.4046,2.2813,0.38885,0.2349,12.47,24.27,10.77
"2622",-0.572689142628563,1,2.33208121961612,51.6613,2.51295,13.79525,11.38595,5.65745,11.62185,2.33335,0.41755,0.2356,12.345,26.625,10.165
"2623",-0.493096488719449,1,1.98177176692607,51.64445,2.454,13.54635,11.186,6.66145,11.3306,2.25985,0.379,0.2307,10.33,26.06,10.65
"2624",-0.787679934923211,1,1.96540938195289,51.95995,2.59125,13.89935,11.1532,6.02075,11.69935,1.79555,0.43025,0.24695,9.92,26.84,11.77
"2625",-0.496532764993923,1,2.13625506172251,51.72245,2.3592,13.575,11.19385,7.1662,11.0403,2.24995,0.4264,0.2344,8.82,23.11,8.79
"2626",-0.452007395209121,1,1.79809155553642,51.26245,2.49375,13.65925,11.7194,6.3465,11.4633,2.22695,0.37245,0.2509,8.64,28.5,9.29
"2627",-0.331207132096515,1,2.13414216355324,51.6542,2.4188,13.3389,11.4042,7.55845,10.97045,2.35575,0.3941,0.2332,12.5,23.33,10.65
"2628",-0.573049042315136,1,1.85007946981042,51.4852333333333,2.28926666666667,13.8536666666667,11.4179333333333,7.27123333333333,10.5907333333333,2.4115,0.414266666666667,0.2299,12.63,23.5,10.57
"2629",-0.448383142358278,1,2.26109011496929,51.5925,2.4771,13.6987,11.60355,7.59615,10.81545,2.28465,0.40445,0.2354,12.6,26.06,9.85
"2630",-0.5322473554066,1,2.04154136711466,51.52815,2.4086,13.51655,11.0067,7.271,10.92005,2.2188,0.3966,0.2278,12.48,23.69,10.52
"2631",-0.357987435418042,1,2.35401139358151,50.6217,2.579,13.3331,11.354,7.0085,11.1285,2.1691,0.42,0.2427,12.57,24.59,9.91
"2632",-0.352149989330587,1,2.09338336079675,50.6451,2.4726,13.3351,11.4302,6.96,11.1058,2.2181,0.4107,0.2231,13.67,29.27,12.01
"2633",-0.300790182292023,1,2.05391004825806,51.0589,2.4471,13.4167,11.2202,7.2583,11.1452,2.3584,0.3878,0.2231,20.63,54.95,22.6
"2634",-0.404479250184532,1,2.32013894956035,51.164,2.369,13.48185,11.82515,7.0347,10.94575,2.33045,0.3544,0.2213,13.64,28.74,10.87
"2635",-0.191887146408097,1,1.91523481606321,50.4751,2.4096,13.1175,11.6114,7.2488,11.0391,2.3038,0.4318,0.23685,13.52,29.45,11.94
"2636",-0.569072514022392,1,2.2637284342368,51.7259,2.6225,14.7144,8.2905,7.8223,11.5433,2.4995,0.4563,0.2474,10.04,27.24,11.43
"2637",-0.39538711475117,1,2.36265323809504,50.8062,2.544,13.6302,11.0566,7.2847,11.1321,2.205,0.4043,0.2928,10.51,25.04,10.76
"2638",-0.412411592311353,1,2.38167648927029,50.9734,2.2814,13.7349,11.1818,7.2717,11.1561,2.2428,0.3608,0.2343,8.59,24.82,10.67
"2639",-0.241159130176774,1,2.54137402714474,50.3753,2.489,13.5551,11.8755,7.1554,11.3615,2.1112,0.3926,0.2606,9.86,23.21,10.78
"2640",-0.359609415309498,1,2.35073389604602,51.0711,2.3325,13.5021,11.6106,7.1086,11.0528,2.3209,0.3879,0.2263,12.03,32.16,11.27
"2641",-0.258939220174418,1,2.19006553905648,50.9829,2.51235,13.4348,11.17265,7.73855,10.92215,2.40615,0.39735,0.2261,10.08,25.72,9.77
"2642",-0.335918102036,1,2.11350891151105,50.5183,2.4308,13.5774,11.2117,6.6667,11.3269,2.3454,0.3874,0.2345,10.74,27.12,11.89
"2643",-0.392767952052881,1,2.15999747087602,51.161,2.3947,13.6013,10.7511,7.3157,11.1006,2.3398,0.4329,0.2335,9.57,27.07,11.18
"2644",-0.361853432294793,1,2.36810265719153,51.2245,2.4959,13.6059,11.2699,6.6893,11.2828,2.492,0.3628,0.218,10.1,23.8,10.31
"2645",-0.248678908948996,1,2.37876313500392,50.8435,2.4229,13.5344,11.4016,6.9937,11.3125,2.4244,0.375,0.2233,9.03,27.59,11.97
"2646",-0.429470809964755,1,2.54777949214894,51.2623,2.4431,13.51945,11.24,7.0053,11.1483,2.236,0.4371,0.22775,8.23,27.45,10.64
"2647",-0.436180060269458,1,2.53039998072209,51.5857,2.36495,13.636,11.3521,7.3675,10.89575,2.3595,0.4324,0.23185,9.03,25.24,11.39
"2648",-0.506209428827197,1,1.99559425562258,51.76405,2.33665,13.4501,11.09815,7.14965,10.90675,2.32665,0.42165,0.22465,13.99,25.96,10.05
"2649",-0.45552388099902,1,1.97814679379535,51.7447,2.3336,13.4746,11.3241,7.0783,11.0119,2.3473,0.411,0.2239,10.56,21.99,8.81
"2650",-0.603265152429548,1,2.17975561542077,52.1072,2.346,13.5682,10.789,7.23805,10.7346,2.38355,0.45375,0.25095,11.28,25.25,10.18
"2651",-0.55228099111791,1,2.2098251544804,51.6453,2.3242,13.5942,11.19815,7.29285,10.76455,2.29145,0.41255,0.2337,12.51,24.99,9.22
"2652",-0.426838220958019,1,1.87918631202716,51.42845,2.3702,13.7955,11.751,7.0791,11.02865,2.34345,0.4299,0.25265,9.26,26.01,12.08
"2653",-0.393839259866334,1,2.22972132967397,51.0781,2.3232,13.4124,11.08965,7.00325,11.17735,2.2827,0.3813,0.23535,12.05,21.25,9.14
"2654",-0.472774650038241,1,2.24925507123632,51.45605,2.39425,13.8472,11.1987,7.0192,11.23785,2.27025,0.41205,0.2461,11.43,24.81,9.75
"2655",0.0430787733210778,1,2.09674695776028,50.4231,2.41776,12.50638,10.30858,8.70858,11.13312,2.17084,0.3569,0.22242,10.32,22.95,9.94
"2656",-0.0364090420175405,1,2.07958319530125,50.8944,2.58625,12.79725,10.1885,8.89115,11.2858,2.0613,0.35275,0.25955,8.75,23.57,9.4
"2657",0.27472129482882,1,2.61781616518923,50.483,2.7428,13.069,8.9792,8.9009,12.2988,2.1098,0.4963,0.3308,11.31,31.07,12.38
"2658",0.00771323388147138,1,1.99802459025045,51.4074,2.9481,13.0377,8.2364,6.0885,13.1618,2.4284,0.5257,0.466,16.59,26.68,12.48
"2659",-0.384543767110887,1,2.77904096031621,53.2088,1.6748,12.79215,8.56685,8.44185,11.638,2.19715,0.26075,0.167,4.23,11.62,5.03
"2660",0.134464579784911,1,2.1434022698274,51.8129,2.5928,12.5445,7.8122,8.3249,12.5536,2.3007,0.3688,0.2772,11.45,28.48,11.1
"2661",-0.0224483497342067,1,2.61174710265831,51.44275,2.31905,12.6227,9.24625,8.143075,11.968825,2.12655,0.377525,0.2337,12.17,25.82,12.225
"2662",-0.147181540378622,1,2.16868848079624,51.5198,2.4005,12.8582,8.8949,7.5317,12.1881,2.1202,0.4141,0.219,14.14,30.57,13.49
"2663",0.618855544620055,1,2.22360875755783,48.9448,2.5163,12.4505,10.46555,8.79705,12.3889,1.78575,0.60615,0.283,15.94,32.9,15.19
"2664",0.879581750160094,1,2.29657513547708,48.4922,2.7851,12.1103,9.7432,9.0568,13.1939,1.5741,0.5035,0.2826,15.7,33.91,15.63
"2665",0.196883747394454,1,1.87802377966302,50.5072,2.40785,12.61475,9.4686,9.00225,11.54325,2.2761,0.38955,0.3206,15.62,25.51,12.06
"2666",0.226523596960172,1,1.87802377966302,50.752975,2.445075,12.547075,9.475175,9.01715,11.6254,2.2904,0.4011,0.33305,14.88,25.84,10.97
"2667",NA,0,2.95904139232109,25.1,4.7,2.5,16.1,10.1,15.6,2.6,18.3,2.4,NA,NA,NA
"2668",NA,0,2.9731278535997,25.6,5.1,2,17.5,10.8,16.3,2.2,15.4,1.4,NA,NA,NA
"2669",NA,0,1.8750612633917,28.4,4.9,2.2,14.9,10.6,12.6,3,18.4,2.6,NA,NA,NA
"2670",NA,0,2.6232492903979,29.4,4.8,2.9,16.1,8.2,13.4,2.3,18.1,1.9,NA,NA,NA
"2671",NA,0,2.39794000867204,36.5,4.5,4.2,13.5,7.8,9.1,2.5,16.9,1.1,NA,NA,NA
"2672",NA,0,2.07918124604762,41.3,4.6,4.9,11.1,5.1,6.8,2.4,18.7,2,NA,NA,NA
"2673",NA,0,2.13033376849501,44.1,4.3,4.6,10.5,5.8,5.6,2.2,17.8,1.4,NA,NA,NA
"2674",NA,0,2.73239375982297,45.1,4.9,5.4,10.7,5.7,5.1,1.6,16.4,1,NA,NA,NA
"2675",NA,0,2.45484486000851,47.8,4.2,5.5,9.9,4.8,4.7,3,15.3,1.2,NA,NA,NA
"2676",NA,0,1.17609125905568,50.1,5,6.2,9.8,4.6,3.2,0.3,15.9,0.5,NA,NA,NA
"2677",NA,0,2.11394335230684,50.3,4.6,5.3,12.2,4.4,3.3,2.8,12.1,0.9,NA,NA,NA
"2678",NA,0,1.84509804001426,52.3,4.2,5.6,8.8,5.1,5.5,2,11.5,0.7,NA,NA,NA
"2679",NA,0,1.10324048138348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680",NA,0,1.172341794931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681",NA,0,1.58479376088954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682",NA,0,1.36110370935722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683",NA,0,1.29191080175614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684",NA,0,1.54367500212154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685",NA,0,1.21104428769701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686",NA,0,1.14701258922816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",NA,0,1.38893967738383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688",NA,0,2.23906155589657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689",NA,0,1.49395774917739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690",NA,0,1.46380950422842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691",NA,0,0.984532314495782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692",NA,0,1.00984780007517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693",NA,0,1.28517458075144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694",NA,0,1.45953488671345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695",NA,0,1.88649072517248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696",NA,0,2.12710479836481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697",NA,0,2.24551266781415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698",NA,0,2.16731733474818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699",NA,0,2.28330122870355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700",NA,0,2.38381536598043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701",NA,0,2.40140054078154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702",NA,0,2.44247976906445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703",NA,0,2.40823996531185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704",NA,0,2.41497334797082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705",NA,0,2.41497334797082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706",NA,0,2.41830129131975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707",NA,0,2.41664050733828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708",NA,0,2.42160392686983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709",NA,0,2.41995574848976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710",NA,0,2.43775056282039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711",NA,0,2.42324587393681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712",NA,0,2.42975228000241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713",NA,0,2.42975228000241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714",NA,0,2.42160392686983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
